,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Date,DateTime
2116,15:30:00,82,77,84,17,12, 0 mph,29.67, 0.0 in,2022-09-22,2022-09-22 15:30:00
2117,16:00:00,82,75,79,17,10, 0 mph,29.67, 0.0 in,2022-09-22,2022-09-22 16:00:00
2118,16:30:00,82,75,79,17,9, 0 mph,29.67, 0.0 in,2022-09-22,2022-09-22 16:30:00
2119,17:00:00,81,77,89,17,7, 0 mph,29.67, 0.0 in,2022-09-22,2022-09-22 17:00:00
2120,17:30:00,82,77,84,17,7, 0 mph,29.7, 0.0 in,2022-09-22,2022-09-22 17:30:00
2121,18:00:00,81,77,89,14,3, 0 mph,29.7, 0.0 in,2022-09-22,2022-09-22 18:00:00
2122,18:30:00,82,77,84,14,3, 0 mph,29.73, 0.0 in,2022-09-22,2022-09-22 18:30:00
2123,19:00:00,82,77,84,12,6, 0 mph,29.73, 0.0 in,2022-09-22,2022-09-22 19:00:00
2124,19:30:00,82,77,84,9,7, 0 mph,29.73, 0.0 in,2022-09-22,2022-09-22 19:30:00
2125,20:00:00,82,77,84,9,5, 0 mph,29.76, 0.0 in,2022-09-22,2022-09-22 20:00:00
2126,20:30:00,82,75,79,12,8, 0 mph,29.76, 0.0 in,2022-09-22,2022-09-22 20:30:00
2127,21:00:00,82,75,79,13,9, 0 mph,29.76, 0.0 in,2022-09-22,2022-09-22 21:00:00
2128,21:30:00,81,75,84,12,6, 0 mph,29.79, 0.0 in,2022-09-22,2022-09-22 21:30:00
2129,22:00:00,82,75,79,12,5, 0 mph,29.79, 0.0 in,2022-09-22,2022-09-22 22:00:00
2130,22:30:00,81,75,84,12,5, 0 mph,29.79, 0.0 in,2022-09-22,2022-09-22 22:30:00
2131,23:00:00,81,75,84,12,7, 0 mph,29.79, 0.0 in,2022-09-22,2022-09-22 23:00:00
2132,23:30:00,81,75,84,12,6, 0 mph,29.76, 0.0 in,2022-09-22,2022-09-22 23:30:00
2133,00:00:00,79,77,94,15,5, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 00:00:00
2134,00:30:00,79,77,94,17,5, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 00:30:00
2135,01:00:00,77,75,94,14,2, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 01:00:00
2136,01:30:00,79,75,89,17,6, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 01:30:00
2137,02:00:00,77,75,94,14,3, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 02:00:00
2138,02:30:00,79,75,89,13,5, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 02:30:00
2139,03:00:00,77,77,100,17,3, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 03:00:00
2140,03:30:00,77,75,94,17,5, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 03:30:00
2141,04:00:00,77,77,100,17,6, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 04:00:00
2142,04:30:00,77,77,100,17,5, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 04:30:00
2143,05:00:00,79,77,94,13,6, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 05:00:00
2144,05:30:00,79,77,94,17,3, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 05:30:00
2145,06:00:00,79,77,94,17,7, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 06:00:00
2146,06:30:00,79,77,94,17,5, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 06:30:00
2147,07:00:00,79,77,94,17,9, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 07:00:00
2148,07:30:00,81,77,89,15,7, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 07:30:00
2149,08:00:00,81,77,89,17,9, 0 mph,29.76, 0.0 in,2022-09-21,2022-09-21 08:00:00
2150,08:30:00,81,77,89,15,8, 0 mph,29.76, 0.0 in,2022-09-21,2022-09-21 08:30:00
2151,09:00:00,82,77,84,17,7, 0 mph,29.76, 0.0 in,2022-09-21,2022-09-21 09:00:00
2152,09:30:00,84,77,79,15,6, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 09:30:00
2153,10:00:00,84,77,79,15,8, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 10:00:00
2154,10:30:00,86,77,74,17,6, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 10:30:00
2155,11:00:00,88,77,70,17,5, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 11:00:00
2156,11:30:00,88,77,70,15,3, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 11:30:00
2157,12:00:00,88,79,75,15,5, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 12:00:00
2158,12:30:00,88,75,66,15,5, 0 mph,29.67, 0.0 in,2022-09-21,2022-09-21 12:30:00
2159,13:00:00,90,77,66,15,6, 0 mph,29.67, 0.0 in,2022-09-21,2022-09-21 13:00:00
2160,13:30:00,90,75,62,15,7, 0 mph,29.64, 0.0 in,2022-09-21,2022-09-21 13:30:00
2161,14:00:00,91,77,63,17,5, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 14:00:00
2162,14:30:00,93,75,56,15,5, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 14:30:00
2163,15:00:00,90,75,62,15,6, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 15:00:00
2164,15:30:00,91,77,63,15,6, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 15:30:00
2165,16:00:00,90,75,62,17,7, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 16:00:00
2166,16:30:00,90,75,62,13,8, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 16:30:00
2167,17:00:00,86,79,79,9,12, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 17:00:00
2168,17:30:00,84,77,79,9,10, 0 mph,29.61, 0.0 in,2022-09-21,2022-09-21 17:30:00
2169,18:00:00,84,75,74,9,8, 0 mph,29.64, 0.0 in,2022-09-21,2022-09-21 18:00:00
2170,18:30:00,82,77,84,9,14, 0 mph,29.64, 0.0 in,2022-09-21,2022-09-21 18:30:00
2171,19:00:00,82,75,79,9,9, 0 mph,29.67, 0.0 in,2022-09-21,2022-09-21 19:00:00
2172,19:30:00,82,75,79,12,12, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 19:30:00
2173,20:00:00,81,77,89,12,12, 0 mph,29.7, 0.0 in,2022-09-21,2022-09-21 20:00:00
2174,20:30:00,82,77,84,12,9, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 20:30:00
2175,21:00:00,82,77,84,12,8, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 21:00:00
2176,21:30:00,82,77,84,13,9, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 21:30:00
2177,22:00:00,82,77,84,13,6, 0 mph,29.76, 0.0 in,2022-09-21,2022-09-21 22:00:00
2178,22:30:00,81,77,89,17,8, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 22:30:00
2179,23:00:00,81,77,89,17,7, 0 mph,29.73, 0.0 in,2022-09-21,2022-09-21 23:00:00
2180,23:30:00,81,77,89,17,6, 0 mph,29.76, 0.0 in,2022-09-21,2022-09-21 23:30:00
2181,00:00:00,77,77,100,16,3, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 00:00:00
2182,00:30:00,77,77,100,14,1, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 00:30:00
2183,01:00:00,77,77,100,14,2, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 01:00:00
2184,01:30:00,79,77,94,15,3, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 01:30:00
2185,02:00:00,79,77,94,14,2, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 02:00:00
2186,02:30:00,77,77,100,14,3, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 02:30:00
2187,03:00:00,77,77,100,14,2, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 03:00:00
2188,03:30:00,77,77,100,15,2, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 03:30:00
2189,04:00:00,77,77,100,14,1, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 04:00:00
2190,04:30:00,79,77,94,15,3, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 04:30:00
2191,05:00:00,79,77,94,17,5, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 05:00:00
2192,05:30:00,77,77,100,14,3, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 05:30:00
2193,06:00:00,77,77,100,15,3, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 06:00:00
2194,06:30:00,79,77,94,14,2, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 06:30:00
2195,07:00:00,81,79,94,14,3, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 07:00:00
2196,07:30:00,82,77,84,15,6, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 07:30:00
2197,08:00:00,82,75,79,15,6, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 08:00:00
2198,08:30:00,84,75,74,15,7, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 08:30:00
2199,09:00:00,84,75,74,16,7, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 09:00:00
2200,09:30:00,84,75,74,15,5, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 09:30:00
2201,10:00:00,86,77,74,16,7, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 10:00:00
2202,10:30:00,84,77,79,16,7, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 10:30:00
2203,11:00:00,84,77,79,17,10, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 11:00:00
2204,11:30:00,88,79,75,15,8, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 11:30:00
2205,12:00:00,88,77,70,17,9, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 12:00:00
2206,12:30:00,86,77,74,15,9, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 12:30:00
2207,13:00:00,88,77,70,17,9, 0 mph,29.67, 0.0 in,2022-09-20,2022-09-20 13:00:00
2208,13:30:00,88,77,70,15,9, 0 mph,29.67, 0.0 in,2022-09-20,2022-09-20 13:30:00
2209,14:00:00,88,77,70,15,10, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 14:00:00
2210,14:30:00,86,77,74,13,14, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 14:30:00
2211,15:00:00,88,77,70,15,12, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 15:00:00
2212,15:30:00,90,75,62,15,16, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 15:30:00
2213,16:00:00,88,75,66,15,13, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 16:00:00
2214,16:30:00,84,75,74,15,13, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 16:30:00
2215,17:00:00,82,75,79,8,10, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 17:00:00
2216,17:30:00,82,75,79,16,6, 0 mph,29.64, 0.0 in,2022-09-20,2022-09-20 17:30:00
2217,18:00:00,82,77,84,14,3, 0 mph,29.67, 0.0 in,2022-09-20,2022-09-20 18:00:00
2218,18:30:00,84,75,74,14,2, 0 mph,29.67, 0.0 in,2022-09-20,2022-09-20 18:30:00
2219,19:00:00,82,77,84,7,5, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 19:00:00
2220,19:30:00,82,77,84,14,3, 0 mph,29.7, 0.0 in,2022-09-20,2022-09-20 19:30:00
2221,20:00:00,77,75,94,16,10, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 20:00:00
2222,20:30:00,77,75,94,15,6, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 20:30:00
2223,21:00:00,79,77,94,0,0, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 21:00:00
2224,21:30:00,79,77,94,14,2, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 21:30:00
2225,22:00:00,79,77,94,14,2, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 22:00:00
2226,22:30:00,79,77,94,14,2, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 22:30:00
2227,23:00:00,81,77,89,14,2, 0 mph,29.76, 0.0 in,2022-09-20,2022-09-20 23:00:00
2228,23:30:00,79,77,94,17,7, 0 mph,29.73, 0.0 in,2022-09-20,2022-09-20 23:30:00
2229,00:00:00,79,77,94,14,2, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 00:00:00
2230,00:30:00,77,77,100,14,1, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 00:30:00
2231,01:00:00,77,77,100,14,1, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 01:00:00
2232,01:30:00,77,77,100,14,1, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 01:30:00
2233,02:00:00,77,75,94,0,0, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 02:00:00
2234,02:30:00,77,75,94,14,1, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 02:30:00
2235,03:00:00,77,75,94,0,0, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 03:00:00
2236,03:30:00,77,75,94,0,0, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 03:30:00
2237,04:00:00,77,75,94,14,1, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 04:00:00
2238,04:30:00,77,75,94,8,1, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 04:30:00
2239,05:00:00,77,75,94,14,1, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 05:00:00
2240,05:30:00,77,75,94,8,1, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 05:30:00
2241,06:00:00,77,75,94,0,0, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 06:00:00
2242,06:30:00,79,77,94,7,1, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 06:30:00
2243,07:00:00,81,77,89,14,1, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 07:00:00
2244,07:30:00,84,79,84,14,1, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 07:30:00
2245,08:00:00,82,77,84,15,6, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 08:00:00
2246,08:30:00,82,77,84,15,6, 0 mph,29.82, 0.0 in,2022-09-19,2022-09-19 08:30:00
2247,09:00:00,84,77,79,16,7, 0 mph,29.82, 0.0 in,2022-09-19,2022-09-19 09:00:00
2248,09:30:00,86,79,79,16,6, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 09:30:00
2249,10:00:00,84,77,79,15,7, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 10:00:00
2250,10:30:00,84,77,79,15,8, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 10:30:00
2251,11:00:00,84,79,84,8,10, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 11:00:00
2252,11:30:00,86,77,74,8,7, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 11:30:00
2253,12:00:00,90,77,66,8,9, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 12:00:00
2254,12:30:00,90,77,66,15,13, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 12:30:00
2255,13:00:00,90,79,70,15,12, 0 mph,29.7, 0.0 in,2022-09-19,2022-09-19 13:00:00
2256,13:30:00,88,75,66,16,12, 0 mph,29.7, 0.0 in,2022-09-19,2022-09-19 13:30:00
2257,14:00:00,90,73,59,15,13, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 14:00:00
2258,14:30:00,91,75,59,16,12, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 14:30:00
2259,15:00:00,90,75,62,16,12, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 15:00:00
2260,15:30:00,84,77,79,14,8, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 15:30:00
2261,16:00:00,84,77,79,6,9, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 16:00:00
2262,16:30:00,84,77,79,6,7, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 16:30:00
2263,17:00:00,84,77,79,14,2, 0 mph,29.67, 0.0 in,2022-09-19,2022-09-19 17:00:00
2264,17:30:00,84,77,79,14,3, 0 mph,29.7, 0.0 in,2022-09-19,2022-09-19 17:30:00
2265,18:00:00,84,79,84,14,2, 0 mph,29.7, 0.0 in,2022-09-19,2022-09-19 18:00:00
2266,18:30:00,82,79,89,0,0, 0 mph,29.7, 0.0 in,2022-09-19,2022-09-19 18:30:00
2267,19:00:00,81,77,89,12,8, 0 mph,29.73, 0.0 in,2022-09-19,2022-09-19 19:00:00
2268,19:30:00,75,75,100,17,13, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 19:30:00
2269,20:00:00,75,75,100,15,8, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 20:00:00
2270,20:30:00,77,75,94,15,6, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 20:30:00
2271,21:00:00,77,75,94,17,3, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 21:00:00
2272,21:30:00,77,75,94,17,2, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 21:30:00
2273,22:00:00,77,75,94,17,5, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 22:00:00
2274,22:30:00,77,77,100,15,3, 0 mph,29.79, 0.0 in,2022-09-19,2022-09-19 22:30:00
2275,23:00:00,77,77,100,14,2, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 23:00:00
2276,23:30:00,77,77,100,14,2, 0 mph,29.76, 0.0 in,2022-09-19,2022-09-19 23:30:00
2277,00:00:00,81,77,89,17,8, 0 mph,29.76, 0.0 in,2022-09-18,2022-09-18 00:00:00
2278,00:30:00,81,77,89,15,8, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 00:30:00
2279,01:00:00,81,77,89,17,7, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 01:00:00
2280,01:30:00,81,77,89,15,6, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 01:30:00
2281,02:00:00,79,77,94,15,5, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 02:00:00
2282,02:30:00,79,77,94,17,5, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 02:30:00
2283,03:00:00,79,77,94,15,3, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 03:00:00
2284,03:30:00,79,77,94,15,5, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 03:30:00
2285,04:00:00,79,77,94,14,2, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 04:00:00
2286,04:30:00,79,77,94,17,2, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 04:30:00
2287,05:00:00,79,77,94,16,1, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 05:00:00
2288,05:30:00,79,77,94,16,1, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 05:30:00
2289,06:00:00,79,77,94,14,1, 0 mph,29.76, 0.0 in,2022-09-18,2022-09-18 06:00:00
2290,06:30:00,79,77,94,15,2, 0 mph,29.76, 0.0 in,2022-09-18,2022-09-18 06:30:00
2291,07:00:00,81,77,89,14,2, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 07:00:00
2292,07:30:00,82,77,84,15,6, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 07:30:00
2293,08:00:00,84,77,79,15,9, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 08:00:00
2294,08:30:00,84,79,84,15,8, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 08:30:00
2295,09:00:00,86,75,70,16,9, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 09:00:00
2296,09:30:00,86,75,70,15,8, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 09:30:00
2297,10:00:00,88,75,66,15,10, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 10:00:00
2298,10:30:00,88,75,66,16,9, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 10:30:00
2299,11:00:00,90,77,66,15,9, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 11:00:00
2300,11:30:00,90,75,62,15,9, 0 mph,29.76, 0.0 in,2022-09-18,2022-09-18 11:30:00
2301,12:00:00,88,75,66,16,9, 0 mph,29.76, 0.0 in,2022-09-18,2022-09-18 12:00:00
2302,12:30:00,90,77,66,15,12, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 12:30:00
2303,13:00:00,88,77,70,16,10, 0 mph,29.7, 0.0 in,2022-09-18,2022-09-18 13:00:00
2304,13:30:00,90,75,62,16,8, 0 mph,29.7, 0.0 in,2022-09-18,2022-09-18 13:30:00
2305,14:00:00,90,75,62,15,12, 0 mph,29.67, 0.0 in,2022-09-18,2022-09-18 14:00:00
2306,14:30:00,90,75,62,15,12, 0 mph,29.67, 0.0 in,2022-09-18,2022-09-18 14:30:00
2307,15:00:00,90,75,62,15,9, 0 mph,29.67, 0.0 in,2022-09-18,2022-09-18 15:00:00
2308,15:30:00,90,77,66,15,12, 0 mph,29.67, 0.0 in,2022-09-18,2022-09-18 15:30:00
2309,16:00:00,90,75,62,15,12, 0 mph,29.67, 0.0 in,2022-09-18,2022-09-18 16:00:00
2310,16:30:00,82,75,79,17,21, 33 mph,29.7, 0.0 in,2022-09-18,2022-09-18 16:30:00
2311,17:00:00,79,75,89,13,13, 0 mph,29.7, 0.0 in,2022-09-18,2022-09-18 17:00:00
2312,17:30:00,79,75,89,13,7, 0 mph,29.7, 0.0 in,2022-09-18,2022-09-18 17:30:00
2313,18:00:00,81,77,89,15,6, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 18:00:00
2314,18:30:00,81,77,89,15,3, 0 mph,29.73, 0.0 in,2022-09-18,2022-09-18 18:30:00
2315,19:00:00,82,77,84,14,3, 0 mph,29.76, 0.0 in,2022-09-18,2022-09-18 19:00:00
2316,19:30:00,81,75,84,7,6, 18 mph,29.76, 0.0 in,2022-09-18,2022-09-18 19:30:00
2317,20:00:00,81,75,84,14,2, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 20:00:00
2318,20:30:00,79,75,89,14,3, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 20:30:00
2319,21:00:00,81,75,84,14,3, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 21:00:00
2320,21:30:00,81,75,84,14,2, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 21:30:00
2321,22:00:00,79,77,94,14,3, 0 mph,29.82, 0.0 in,2022-09-18,2022-09-18 22:00:00
2322,22:30:00,79,77,94,14,3, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 22:30:00
2323,23:00:00,79,77,94,14,2, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 23:00:00
2324,23:30:00,79,77,94,4,2, 0 mph,29.79, 0.0 in,2022-09-18,2022-09-18 23:30:00
2325,00:00:00,81,75,84,15,3, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 00:00:00
2326,00:30:00,81,77,89,17,5, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 00:30:00
2327,01:00:00,81,77,89,15,5, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 01:00:00
2328,01:30:00,81,77,89,15,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 01:30:00
2329,02:00:00,81,77,89,17,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 02:00:00
2330,02:30:00,81,77,89,13,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 02:30:00
2331,03:00:00,79,77,94,17,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 03:00:00
2332,03:30:00,79,77,94,15,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 03:30:00
2333,04:00:00,79,77,94,15,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 04:00:00
2334,04:30:00,79,77,94,15,6, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 04:30:00
2335,05:00:00,79,77,94,16,2, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 05:00:00
2336,05:30:00,79,77,94,15,6, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 05:30:00
2337,06:00:00,79,77,94,15,6, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 06:00:00
2338,06:30:00,79,79,100,15,5, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 06:30:00
2339,07:00:00,81,79,94,15,6, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 07:00:00
2340,07:30:00,82,79,89,15,7, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 07:30:00
2341,08:00:00,82,79,89,15,8, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 08:00:00
2342,08:30:00,84,79,84,15,9, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 08:30:00
2343,09:00:00,86,79,79,17,13, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 09:00:00
2344,09:30:00,86,77,74,15,10, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 09:30:00
2345,10:00:00,86,77,74,15,10, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 10:00:00
2346,10:30:00,88,79,75,15,7, 0 mph,29.76, 0.0 in,2022-09-16,2022-09-16 10:30:00
2347,11:00:00,90,77,66,15,10, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 11:00:00
2348,11:30:00,90,77,66,16,9, 0 mph,29.73, 0.0 in,2022-09-16,2022-09-16 11:30:00
2349,12:00:00,90,75,62,16,13, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 12:00:00
2350,12:30:00,91,75,59,15,13, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 12:30:00
2351,13:00:00,84,79,84,16,10, 25 mph,29.67, 0.0 in,2022-09-16,2022-09-16 13:00:00
2352,13:30:00,86,77,74,15,8, 0 mph,29.67, 0.0 in,2022-09-16,2022-09-16 13:30:00
2353,14:00:00,90,79,70,15,12, 24 mph,29.64, 0.0 in,2022-09-16,2022-09-16 14:00:00
2354,14:30:00,88,77,70,15,15, 0 mph,29.64, 0.0 in,2022-09-16,2022-09-16 14:30:00
2355,15:00:00,86,73,66,17,12, 0 mph,29.61, 0.0 in,2022-09-16,2022-09-16 15:00:00
2356,15:30:00,88,75,66,17,10, 0 mph,29.64, 0.0 in,2022-09-16,2022-09-16 15:30:00
2357,16:00:00,86,77,74,12,7, 0 mph,29.64, 0.0 in,2022-09-16,2022-09-16 16:00:00
2358,16:30:00,86,77,74,13,10, 0 mph,29.64, 0.0 in,2022-09-16,2022-09-16 16:30:00
2359,17:00:00,84,75,74,17,10, 0 mph,29.67, 0.0 in,2022-09-16,2022-09-16 17:00:00
2360,17:30:00,75,75,100,17,20, 43 mph,29.7, 0.0 in,2022-09-16,2022-09-16 17:30:00
2361,18:00:00,77,75,94,17,13, 0 mph,29.67, 0.0 in,2022-09-16,2022-09-16 18:00:00
2362,18:30:00,79,75,89,17,8, 0 mph,29.67, 0.0 in,2022-09-16,2022-09-16 18:30:00
2363,19:00:00,81,75,84,17,8, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 19:00:00
2364,19:30:00,81,77,89,13,7, 0 mph,29.7, 0.0 in,2022-09-16,2022-09-16 19:30:00
